Started phase 0, duration: 60s @ 10:39:14(-0800) 2019-03-08
    p99: 8906.5
  Codes:
    201: 526
    402: 3

house 7483931 '93042 Jenkins Village' sold for 5608210
house 9473960 '3698 Aurore Locks' sold for 29633228
house 9951403 '423 Jakubowski Mews' sold for 1105669
house 9611587 '109 Gayle Cliff' sold for 26522790
house 9549765 '18739 Annamarie Point' sold for 27802231
house 9066926 '27804 Lucienne Run' sold for 2212657
house 8949674 '6532 Nyasia Falls' sold for 23673692
house 8576706 '053 Rogahn Trace' sold for 11232440
house 8208185 '1033 Stracke Passage' sold for 13848929
house 8962438 '87257 Hilpert Terrace' sold for 2484979
house 9381415 '8032 Birdie Ville' sold for 11868473
house 7691814 '152 McLaughlin Drive' sold for 13500034
house 8923103 '717 Sallie Grove' sold for 22366058
house 9866562 '80010 Crist Turnpike' sold for 23344025
house 7879342 '0041 Tremaine Manor' sold for 10455953
house 7790671 '992 Hillard Alley' sold for 7389316
house 8979562 '676 Virgie Stravenue' sold for 10695658
house 7728490 '66189 Julie Ports' sold for 18857160
house 9163603 '53354 Amira Pike' sold for 27168907
house 9310159 '17494 Boehm Highway' sold for 10998443
house 8085973 '31109 Rosario Mountains' sold for 13561033
house 8384703 '35081 Alena Prairie' sold for 12640918
house 9293915 '330 Sauer Stream' sold for 1209410
house 7870911 '7135 Walter Square' sold for 20570838
house 7904196 '520 Lubowitz Estate' sold for 10636866
house 8938490 '4971 Donnelly Hollow' sold for 19530006
house 7950108 '09360 Kamille Fords' sold for 24318759
house 8443104 '2822 Derrick Trace' sold for 23303927
house 8754804 '85984 Brenda Canyon' sold for 28174783
house 7489183 '448 Harvey Lake' sold for 13874190
house 9884180 '719 Champlin Road' sold for 10398492
house 9257325 '508 Hope Lock' sold for 24962967
house 8707505 '66717 Cummings Manor' sold for 21426122
house 8648254 '969 Juliana Roads' sold for 17569187
house 8618153 '61125 Cormier Street' sold for 6835274
house 8005040 '616 Feeney Burgs' sold for 10772042
house 7897511 '240 Fritsch Parkway' sold for 14464832
house 7638944 '4701 Ratke Manor' sold for 26630213
house 9240672 '1400 Feil Fords' sold for 15708523
house 9210851 '5129 Adella Valley' sold for 29849617
house 7619480 '875 Hoppe Junction' sold for 8556451
house 9037876 '98715 Hilda Course' sold for 27340796
house 7690263 '566 Eve Freeway' sold for 29328033
house 7788065 '509 Ledner Port' sold for 16058402
house 9670487 '075 Rice Islands' sold for 24680376
house 8048573 '70016 Russ Prairie' sold for 16482033
house 8317198 '48953 Alessandro Extensions' sold for 5952859
house 8709425 '47979 Franecki Trace' sold for 7426359
house 9239163 '7811 Zachary Manors' sold for 5677921
house 9285654 '7199 Hartmann Stream' sold for 23457799
house 9050782 '29367 Konopelski Creek' sold for 7858910
house 9627887 '97130 Hahn Hills' sold for 3455433
house 8627773 '675 Hettinger Station' sold for 24435578
house 7450917 '062 Brekke Drives' sold for 23870572
house 9517566 '029 Asha Point' sold for 26573136
house 8189498 '755 Lesch Throughway' sold for 26410729
house 9161510 '673 Dickens Lane' sold for 4734502
house 7429186 '32226 Thalia Island' sold for 8952875
house 7985519 '4378 Verlie Passage' sold for 6954343
house 9839914 '34798 Isac Mission' sold for 21649554
house 8611012 '01865 Kelley Union' sold for 697169
house 9041620 '166 Fatima Knoll' sold for 27678682
house 9116471 '72288 Klocko Motorway' sold for 27329526
house 9040198 '98312 Waters Via' sold for 4894398
house 8017242 '5080 McClure Ports' sold for 24437949
house 8562313 '41375 Janet Course' sold for 20324104
house 8469178 '5768 Merle Summit' sold for 10031120
house 7598772 '0921 Kozey Knolls' sold for 11996300
house 7498068 '3008 Ova Hill' sold for 5253575
house 7523705 '962 Emmitt Shoals' sold for 10822803
house 8212806 '62693 Jasper Manor' sold for 26345866
house 9056015 '7293 Carli Village' sold for 15449410
house 9772562 '561 Emanuel Neck' sold for 4718884
house 8156211 '42919 Zboncak Drive' sold for 17104354
house 8189526 '1921 Izabella Locks' sold for 15326847
house 8814949 '48137 Foster Corner' sold for 20748583
house 8157733 '34324 Rolfson Isle' sold for 1607355
house 9826516 '5596 Abshire Wall' sold for 7467097
house 8852847 '762 Litzy Passage' sold for 20631382
house 8427186 '03894 Lavinia Forge' sold for 11453272
house 9990264 '74393 Johan Knolls' sold for 5117069
house 8000307 '00275 Ferry Summit' sold for 19130957
house 7790514 '88785 Harris Divide' sold for 18887573
house 9614876 '8100 Kamille Circle' sold for 28633287
house 8158076 '1098 Wayne Crest' sold for 4063485
house 8705224 '77739 Shania Street' sold for 7171175
house 9815640 '973 Andy Tunnel' sold for 29256083
house 8799760 '81775 Wintheiser Cliff' sold for 8172071
house 7809318 '673 Sanford Prairie' sold for 12122897
house 9507810 '8183 Beer Stream' sold for 25056910
house 8491377 '7052 Kiarra Cove' sold for 23287507
house 8375340 '55116 Moises Inlet' sold for 24306694
house 9347127 '161 Bradtke Glens' sold for 1441907
house 8054874 '13030 Grimes Crossroad' sold for 17462758
house 8487736 '9740 Abdiel Cliffs' sold for 9834945
house 8498281 '15733 Ryleigh Ranch' sold for 24220682
house 8155049 '3478 Troy Stream' sold for 28419186
house 8784560 '132 Cesar Ports' sold for 9220042
house 7536400 '288 Fritsch Dale' sold for 12503172
house 8090742 '045 Margarete Views' sold for 681579
house 9470103 '0040 Isidro Causeway' sold for 10475980
house 7474368 '3238 Abdiel Lights' sold for 21251083
house 8178572 '1468 Turcotte Point' sold for 22958160
house 9305578 '1019 Toy Causeway' sold for 28760214
house 8742322 '440 Reilly Heights' sold for 28931746
house 7454285 '192 Lea Plains' sold for 17226273
house 7897897 '095 Christiansen Motorway' sold for 16647535
house 9155239 '97538 Robel Groves' sold for 24898046
house 9094874 '439 O'Keefe Knoll' sold for 27896831
house 8580554 '80808 Jaeden Street' sold for 8544954
house 8340577 '09703 Albert Union' sold for 20538344
house 7457509 '209 Cole Manor' sold for 16000598
house 7508677 '7203 Rath Track' sold for 21765664
house 9328069 '853 Emory Hill' sold for 13292078
house 9155587 '00994 Ciara Squares' sold for 28703996
house 9337117 '7026 Moore Fields' sold for 12102101
house 7615387 '152 Greg Bridge' sold for 2442658
house 7923150 '537 Nikko Path' sold for 20749969
house 8259771 '4442 Denesik Trail' sold for 1320299
house 7959726 '35869 Robin Gardens' sold for 926507
house 7634083 '75624 Cassidy Lane' sold for 21847342
house 7637457 '0603 Esteban Run' sold for 14172691
house 7546205 '59877 Wiza Island' sold for 3691227
house 9538045 '2583 Monserrat Highway' sold for 16848738
house 7511486 '77067 Arnulfo Village' sold for 18995094
house 8865080 '49201 Guy Ports' sold for 21711915
house 8481951 '733 Romaguera Hills' sold for 6341411
house 8461634 '129 Cordelia Spur' sold for 24944120
house 8391965 '307 Pfeffer Burgs' sold for 23393133
house 7726084 '19128 Wilkinson Courts' sold for 25912586
house 8834469 '45376 Rogelio Junctions' sold for 3648563
house 8223628 '6664 Runolfsson Road' sold for 24421837
house 7502489 '2133 Carroll Via' sold for 10106829
house 8943453 '1428 Fredrick Village' sold for 28966218
house 8744760 '142 Maryjane Pine' sold for 12124864
house 8660080 '914 Curtis Camp' sold for 16129101
house 9852501 '34124 Twila Grove' sold for 16213298
house 8384467 '45722 Micah Valleys' sold for 24758697
house 8373348 '177 Tressie Cove' sold for 23569865
house 8136177 '87739 Ariane Spur' sold for 9449613
house 9356586 '79933 Birdie Grove' sold for 10358406
house 9741442 '37138 Malika Mills' sold for 1953933
house 9365446 '8455 Kunde Dale' sold for 6301592
house 8433684 '525 Sylvester Inlet' sold for 15092473
house 7896632 '211 Kaci Stravenue' sold for 18197759
house 7995746 '49455 Williamson Terrace' sold for 9019517
house 7473023 '419 Beahan Rapids' sold for 12225881
house 7720302 '62860 Grover Gardens' sold for 20416972
house 8237736 '594 Cleveland Garden' sold for 26218110
house 8285172 '08434 McClure Drives' sold for 1165991
house 8641245 '7792 Jast Fork' sold for 20966531
house 8481674 '89779 Carlos View' sold for 16395123
house 8158254 '1766 Stracke Hills' sold for 25434395
house 8158382 '96588 Mary Causeway' sold for 27217689
house 8128322 '402 Savanah Inlet' sold for 4599282
house 9802942 '6713 Wolff Pines' sold for 26163463
house 9656240 '05512 Aufderhar Drive' sold for 28682300
house 8026459 '17163 Rashad Square' sold for 17979374
Warning: 
CPU usage of Artillery seems to be very high (pids: 22126)
which may severely affect its performance.
See https://artillery.io/docs/faq/#high-cpu-warnings for details.

house 7435655 '9924 Arielle Ports' sold for 14395968
house 8763253 '58801 Herman Fall' sold for 12165721
house 8697793 '1375 Frami Dam' sold for 17524088
house 8292363 '338 Bayer Run' sold for 10709024
house 9288841 '2430 Reinger Green' sold for 4596162
house 7828299 '0468 Shawn Bypass' sold for 2049743
house 7487098 '0305 Streich Via' sold for 28767296
house 9594390 '3064 Adolfo Views' sold for 10165486
house 9882933 '98947 Breitenberg Plaza' sold for 8155896
house 8194739 '818 Cordia Loaf' sold for 28340430
house 8101671 '1283 Kovacek Well' sold for 8440955
house 9640339 '67743 Marianne Spring' sold for 553521
house 8181524 '54353 Christiansen Field' sold for 14716303
house 9571250 '7979 Altenwerth Hill' sold for 4315462
house 9378079 '15567 Adeline Radial' sold for 20132632
house 9384611 '77184 Schmeler Ville' sold for 18281387
house 9040618 '431 Cooper Course' sold for 29583236
house 7902210 '1787 O'Kon Cliff' sold for 24117366
house 8928816 '93817 Gene Inlet' sold for 16499881
house 7770100 '3394 Hahn Lakes' sold for 6587199
house 7793572 '14873 Grady Avenue' sold for 9882442
house 8095707 '60134 Terry Unions' sold for 9219060
house 8288181 '2204 Grimes Prairie' sold for 28814295
house 9105487 '20408 Reichel Summit' sold for 20261035
house 7879239 '38479 Connelly Divide' sold for 15952646
house 9669848 '51824 Leonie Coves' sold for 7265895
house 9098737 '4757 Mitchell Heights' sold for 25850900
house 7670968 '483 Reynold Burgs' sold for 720365
house 8908248 '958 Rau Pass' sold for 28148030
house 8893971 '801 Thiel Bypass' sold for 11401207
house 9808547 '611 Guadalupe Land' sold for 4302207
house 7471327 '392 Jenkins Station' sold for 11071884
house 8867375 '4673 Leonora Parks' sold for 20955262
house 7674006 '73431 Alexa Expressway' sold for 23407012
house 7688726 '36255 Rosalinda Haven' sold for 28265571
house 8727323 '731 Kautzer Road' sold for 28608845
house 8059209 '560 Dedric Villages' sold for 1162064
house 7624481 '62713 Lela Isle' sold for 9397571
house 9361827 '314 Sedrick Summit' sold for 14264926
house 8517527 '99253 Noemie Pike' sold for 10265039
house 9571272 '2474 Dicki Ford' sold for 5946468
house 8382737 '006 Schamberger Dam' sold for 22920160
house 9883549 '32379 Rath Port' sold for 24873679
house 9959836 '087 Zack Stravenue' sold for 15550660
house 8522728 '361 Marcel Circle' sold for 26542835
house 8800190 '6867 Bergnaum Grove' sold for 17192358
house 8271402 '959 Damian Brooks' sold for 23614928
house 7971126 '24157 Lelah Forge' sold for 27404749
house 9468606 '5096 Eldora Greens' sold for 20120106
house 8526334 '716 Hackett Inlet' sold for 28790944
house 9239530 '9626 Laron River' sold for 6324476
house 9461545 '672 Schamberger Brook' sold for 13106498
house 9769595 '616 Romaine Crest' sold for 14951849
house 8505361 '055 Mozell Cliff' sold for 5713320
house 8231093 '488 Morar Port' sold for 859306
house 8233101 '9377 Adonis Spring' sold for 7168928
house 7908510 '6514 Windler Skyway' sold for 11287600
house 8113595 '11219 Jeromy Motorway' sold for 2530594
house 8951811 '732 Garrison Prairie' sold for 4364107
house 8950209 '661 McCullough Knolls' sold for 14299057
house 8355806 '19116 Zemlak Fort' sold for 22115240
house 9469180 '2588 Leonor Motorway' sold for 29376183
house 9366721 '045 Johnathan Corners' sold for 27185987
house 9675045 '83101 Harry Glens' sold for 5111144
house 9580079 '63803 Bogan Ford' sold for 27764965
house 9924777 '8887 Stamm Creek' sold for 28166116
house 8462000 '70072 Ledner Ramp' sold for 27720654
house 9222869 '040 Bernice Hill' sold for 20672233
house 9530041 '69749 Angelica Street' sold for 4964358
house 9251252 '344 Shaniya River' sold for 16185442
house 9021843 '15476 Jessy Stravenue' sold for 18811446
house 9096882 '79302 Jerde Plaza' sold for 2172913
house 8801800 '099 Darryl Centers' sold for 22073866
house 9651975 '4650 Nienow Via' sold for 25236489
house 8417089 '27073 Wolff Shoals' sold for 9796927
house 7700756 '199 VonRueden Ports' sold for 16563230
house 9316472 '6112 Jenkins Pines' sold for 27029628
house 9570083 '532 Iva Radial' sold for 5024758
house 9884101 '983 Kohler Meadows' sold for 7837038
house 8641551 '6634 Yvonne Walk' sold for 7349645
house 8140498 '0762 Murphy Glens' sold for 17091825
house 9053893 '98154 Stewart Highway' sold for 2985208
house 9457350 '5371 D'angelo Glen' sold for 17941347
house 9579978 '62980 Deondre Spur' sold for 14951272
house 7888081 '4748 Ernser Isle' sold for 13265065
house 8786677 '20854 Loma Fort' sold for 6948523
house 8080795 '3351 Schmeler Fork' sold for 12578840
house 8123443 '429 Wintheiser Green' sold for 9843215
house 9198968 '42233 West Green' sold for 19005683
house 7860662 '5815 Kiehn Causeway' sold for 11910299
house 9052158 '784 Buster Ramp' sold for 27388264
house 9117093 '61559 Macejkovic Cliff' sold for 3165202
house 8416155 '32110 Kelley Cape' sold for 23182805
house 7912922 '85869 Dickinson Track' sold for 24800830
house 8540462 '73268 Thompson Burg' sold for 27030218
house 8379173 '00872 Laurianne Lane' sold for 2119389
house 9441002 '52304 Terry Rapid' sold for 26986677
house 8663947 '387 Porter Station' sold for 834086
house 9515995 '29544 Melisa Inlet' sold for 17134753
house 8139842 '327 Lorena Cape' sold for 9878505
house 9939656 '2743 Ethelyn Squares' sold for 20144618
house 8812400 '143 Alek Mills' sold for 9301408
house 8604497 '6186 Mertie Vista' sold for 687332
house 9946142 '88708 Herzog Meadows' sold for 29210870
house 8016751 '30360 Gutmann Village' sold for 7512892
house 8205972 '1359 Trycia Locks' sold for 7376327
house 8312452 '801 Runolfsdottir Fields' sold for 17283883
house 8328468 '3183 Reinger Mount' sold for 16400586
house 9076453 '7805 Ruecker Meadow' sold for 7763130
house 7965838 '67619 Kristian Rest' sold for 25793586
house 9011291 '57346 Kaitlyn Parks' sold for 16400740
house 8348199 '991 Terry Estates' sold for 10203926
house 9165442 '177 Lueilwitz Turnpike' sold for 15078783
house 9977007 '426 Jake Street' sold for 4146983
house 8913105 '2143 Marvin Lake' sold for 12835720
house 7586002 '1632 Lamar Ville' sold for 22169509
house 7635891 '1680 Gonzalo Underpass' sold for 23639134
house 9192943 '1469 Joel Road' sold for 23287043
house 8572689 '7016 Harvey Brook' sold for 9831659
house 8750634 '16204 Keira Forest' sold for 24860765
house 8041149 '57345 Christophe Stravenue' sold for 3329846
house 9852232 '86626 Laila Throughway' sold for 23367655
house 9719787 '2156 Deonte Lake' sold for 1214855
house 9270684 '6472 Pouros Harbors' sold for 25865855
house 7926676 '828 Rath Crossroad' sold for 1264936
house 7733882 '9998 Dahlia Manor' sold for 18516726
house 8541436 '9337 Reilly Fords' sold for 8504336
house 8340578 '9541 George Alley' sold for 4923560
house 7647843 '162 Favian Brooks' sold for 22584567
house 9535973 '81262 Pete Square' sold for 20771582
house 8207423 '86808 Kaylah Gardens' sold for 7130465
house 9072291 '633 Marvin Square' sold for 17309919
house 9830998 '8741 Ewell Harbor' sold for 13140886
house 8511082 '232 Walsh Stravenue' sold for 15492875
house 8127745 '899 Deckow Heights' sold for 16048459
house 7529077 '6511 Hugh Light' sold for 13942237
house 7440526 '13992 Lessie Oval' sold for 2654133
house 8704231 '0253 White Via' sold for 8928960
house 9412876 '6373 Addison Circle' sold for 16032236
house 9379192 '92441 Nat Ridge' sold for 29651591
house 8669322 '407 Jackie Turnpike' sold for 22003683
house 7610094 '57615 Cody Heights' sold for 12632705
house 9658581 '93569 Williamson Corners' sold for 15540884
house 9078316 '7332 Gregg Camp' sold for 26366371
house 7568167 '8935 Creola Row' sold for 7009631
house 9039930 '12265 Jasmin Mission' sold for 21778577
house 7429809 '207 Pasquale Islands' sold for 4909878
house 8759652 '01112 Kieran Crest' sold for 20822223
house 7736322 '46351 Gibson Walk' sold for 2148855
house 8516084 '2884 Hertha Manor' sold for 17601161
house 8229407 '4050 Lucinda Groves' sold for 14664727
house 9430844 '6059 Cary Ranch' sold for 8340855
house 9393893 '17265 Elsie Burg' sold for 29663900
house 8437171 '695 Watsica Mission' sold for 24315619
